-4.9500   0.14593E+04
-4.8500   0.12082E+04
-4.7500   0.10003E+04
-4.6500   0.82823E+03
-4.5500   0.68573E+03
-4.4500   0.56774E+03
-4.3500   0.47006E+03
-4.2500   0.38918E+03
-4.1500   0.32222E+03
-4.0500   0.26678E+03
-3.9500   0.22088E+03
-3.8500   0.18287E+03
-3.7500   0.15141E+03
-3.6500   0.12536E+03
-3.5500   0.10379E+03
-3.4500   0.85931E+02
-3.3500   0.71146E+02
-3.2500   0.58905E+02
-3.1500   0.48770E+02
-3.0500   0.40379E+02
-2.9500   0.33431E+02
-2.8500   0.27679E+02
-2.7500   0.22917E+02
-2.6500   0.18974E+02
-2.5500   0.15709E+02
-2.4500   0.13006E+02
-2.3500   0.10768E+02
-2.2500   0.89156E+01
-2.1500   0.73816E+01
-2.0500   0.61115E+01
-1.9500   0.50600E+01
-1.8500   0.41894E+01
-1.7500   0.34686E+01
-1.6500   0.28717E+01
-1.5500   0.23776E+01
-1.4500   0.19684E+01
-1.3500   0.16295E+01
-1.2500   0.13488E+01
-1.1500   0.11158E+01
-1.0500   0.92210E+00
-0.9500   0.75982E+00
-0.8500   0.62159E+00
-0.7500   0.49938E+00
-0.6500   0.38336E+00
-0.5500   0.26251E+00
-0.4500   0.13489E+00
-0.3500   0.33703E-01
-0.2500   0.13762E-02
-0.1500   0.59382E-06
-0.0500   0.27867E-14
