-4.9500   0.16186E+05
-4.8500   0.13126E+05
-4.7500   0.10645E+05
-4.6500   0.86325E+04
-4.5500   0.70007E+04
-4.4500   0.56773E+04
-4.3500   0.46040E+04
-4.2500   0.37337E+04
-4.1500   0.30279E+04
-4.0500   0.24555E+04
-3.9500   0.19913E+04
-3.8500   0.16149E+04
-3.7500   0.13096E+04
-3.6500   0.10620E+04
-3.5500   0.86127E+03
-3.4500   0.69846E+03
-3.3500   0.56642E+03
-3.2500   0.45934E+03
-3.1500   0.37251E+03
-3.0500   0.30209E+03
-2.9500   0.24498E+03
-2.8500   0.19867E+03
-2.7500   0.16112E+03
-2.6500   0.13066E+03
-2.5500   0.10596E+03
-2.4500   0.85929E+02
-2.3500   0.69685E+02
-2.2500   0.56512E+02
-2.1500   0.45829E+02
-2.0500   0.37165E+02
-1.9500   0.30139E+02
-1.8500   0.24442E+02
-1.7500   0.19821E+02
-1.6500   0.16073E+02
-1.5500   0.13034E+02
-1.4500   0.10569E+02
-1.3500   0.85685E+01
-1.2500   0.69450E+01
-1.1500   0.56262E+01
-1.0500   0.45530E+01
-0.9500   0.36767E+01
-0.8500   0.29566E+01
-0.7500   0.23577E+01
-0.6500   0.18488E+01
-0.5500   0.14022E+01
-0.4500   0.99482E+00
-0.3500   0.61787E+00
-0.2500   0.29428E+00
-0.1500   0.82523E-01
-0.0500   0.80426E-02
